Sentence,Label
Appellant did not testify or offer any evidence in his own behalf.,Facts
"Defendant Guam Memorial Hospital, (GMH), filed its motion for summary judgment on May 26, 1978 asserting the applicability of the Government Claims Act (GC Sections 6500 et seq.) to suits against GMH.",Facts
The state does not here seek an affirmance.,Others
The proof shows that after the collision the two automobiles left the ground and came to rest on top of a 5% ft. embankment with the front of the appellant's automobile embedded over % way into the right side of the Chevrolet.,Facts
Witnesses were called by appellant who testified that they had observed appellant during the afternoon and expressed their opinions that at such time he was sober.,Facts
"At the trial, appellant objected to the admission of the evidence showing the search and the results thereof for the reason that the search warrant was void.",Facts
"The box, when recovered by the officers, was found to be a case of Thunderbird Wine which the prosecuting witness identified by certain serial numbers thereon as the case of wine missing from his store.",Facts
"Appellant insists that the court erred in permitting the state to introduce, as original evidence, proof that he had committed the extraneous offense of fondling upon the prosecuting witness in Lufkin prior to March 1958, when the alleged act of sodomy occurred.",Issue
A prior death penalty conviction against this appellant was reversed because of certain jury misconduct and procedural errors.,Facts
The proper action for the County Court to have taken would be to have entered an order forfeiting relator's bond.,Analysis
This is an appeal from the order entered in a habeas corpus proceeding.,Others
"""James Lyles and myself left Houston about 10:00 P.M. on Friday, October 9, 1959, and from a drugstore located at Navigation and Wayside.",Facts
It is insisted that the judgment nisi is invalid because the name of principal was not called distinctly at the court house door before the forfeiture of the recognizance.,Issue
